id	Disese	Call	ProbeID	Status
cg22938901	T2D	Methy	cg22938901	hyper
cg25941154	T2D	Methy	cg25941154	hyper
cg04266607	T2D	Methy	cg04266607	hyper
cg24559796	T2D	Methy	cg24559796	hyper
cg16429505	T2D	Unmethy	cg16429505	hypo
cg04380800	T2D	Methy	cg04380800	hyper
cg10611760	T2D	Methy	cg10611760	hyper
cg00094518	T2D	Unmethy	cg00094518	hypo
cg08719712	T2D	Unmethy	cg08719712	hypo
cg06038655	T2D	Unmethy	cg06038655	hypo
cg09529138	T2D	Unmethy	cg09529138	hypo
cg02423044	T2D	Unmethy	cg02423044	hypo
cg04132407	T2D	Methy	cg04132407	hyper
cg09662496	T2D	Methy	cg09662496	hyper
cg15099666	T2D	Methy	cg15099666	hyper
cg14761417	T2D	Methy	cg14761417	hyper
cg00911776	T2D	Methy	cg00911776	hyper
cg10170504	T2D	Methy	cg10170504	hyper
cg15571405	T2D	Unmethy	cg15571405	hypo
cg26343298	T2D	Unmethy	cg26343298	hypo
cg16049864	T2D	Unmethy	cg16049864	hypo
cg08719869	T2D	Unmethy	cg08719869	hypo
cg14406814	T2D	Methy	cg14406814	hyper
cg13441730	T2D	Unmethy	cg13441730	hypo
cg04026675	T2D	Unmethy	cg04026675	hypo
cg07562918	T2D	Unmethy	cg07562918	hypo
cg19481686	T2D	Unmethy	cg19481686	hypo
cg08390209	T2D	Unmethy	cg08390209	hypo
cg13926295	T2D	Unmethy	cg13926295	hypo
cg17909890	T2D	Unmethy	cg17909890	hypo
cg13430851	T2D	Unmethy	cg13430851	hypo
cg19576422	T2D	Methy	cg19576422	hyper
cg19501502	T2D	Methy	cg19501502	hyper
cg10476206	T2D	Methy	cg10476206	hyper
cg07639982	T2D	Methy	cg07639982	hyper
cg26231267	T2D	Unmethy	cg26231267	hypo
cg00115178	T2D	Unmethy	cg00115178	hypo
cg18197594	T2D	Methy	cg18197594	hyper
cg03468382	T2D	Unmethy	cg03468382	hypo
cg04413153	T2D	Unmethy	cg04413153	hypo
cg14689537	T2D	Unmethy	cg14689537	hypo
cg18599843	T2D	Unmethy	cg18599843	hypo
cg24787755	T2D	Unmethy	cg24787755	hypo
cg03330490	T2D	Unmethy	cg03330490	hypo
cg00876273	T2D	Unmethy	cg00876273	hypo
cg02185052	T2D	Unmethy	cg02185052	hypo
cg07616394	T2D	Unmethy	cg07616394	hypo
cg14451882	T2D	Methy	cg14451882	hyper
cg04089434	T2D	Unmethy	cg04089434	hypo
cg25131632	T2D	Methy	cg25131632	hyper
cg19704683	T2D	Methy	cg19704683	hyper
cg04557665	T2D	Unmethy	cg04557665	hypo
cg03683087	T2D	Unmethy	cg03683087	hypo
cg19506849	T2D	Methy	cg19506849	hyper
cg03339956	T2D	Methy	cg03339956	hyper
cg27062243	T2D	Methy	cg27062243	hyper
cg18842107	T2D	Methy	cg18842107	hyper
cg03510732	T2D	Methy	cg03510732	hyper
cg19279080	T2D	Methy	cg19279080	hyper
cg05923857	T2D	Methy	cg05923857	hyper
cg24788483	T2D	Methy	cg24788483	hyper
cg17608440	T2D	Methy	cg17608440	hyper
cg07861463	T2D	Methy	cg07861463	hyper
cg24861253	T2D	Methy	cg24861253	hyper
cg08862394	T2D	Methy	cg08862394	hyper
cg01312265	T2D	Methy	cg01312265	hyper
cg06938601	T2D	Methy	cg06938601	hyper
cg18424850	T2D	Methy	cg18424850	hyper
cg03403640	T2D	Methy	cg03403640	hyper
cg25367201	T2D	Methy	cg25367201	hyper
cg14614689	T2D	Methy	cg14614689	hyper
cg24067982	T2D	Unmethy	cg24067982	hypo
cg06304097	T2D	Unmethy	cg06304097	hypo
cg15932136	T2D	Methy	cg15932136	hyper
cg27115973	T2D	Methy	cg27115973	hyper
cg03170016	T2D	Methy	cg03170016	hyper
cg07618453	T2D	Unmethy	cg07618453	hypo
cg23272088	T2D	Methy	cg23272088	hyper
cg17229197	T2D	Methy	cg17229197	hyper
cg05623526	T2D	Unmethy	cg05623526	hypo
cg27491887	T2D	Unmethy	cg27491887	hypo
cg03905757	T2D	Methy	cg03905757	hyper
cg08920458	T2D	Methy	cg08920458	hyper
cg13145504	T2D	Methy	cg13145504	hyper
cg14089425	T2D	Methy	cg14089425	hyper
cg15422307	T2D	Methy	cg15422307	hyper
cg20406758	T2D	Methy	cg20406758	hyper
cg08160246	T2D	Methy	cg08160246	hyper
cg02180189	T2D	Methy	cg02180189	hyper
cg25204743	T2D	Methy	cg25204743	hyper
cg27119222	T2D	Methy	cg27119222	hyper
cg01744331	T2D	Methy	cg01744331	hyper
cg16556677	T2D	Methy	cg16556677	hyper
cg06603309	T2D	Methy	cg06603309	hyper
cg07592519	T2D	Methy	cg07592519	hyper
cg21592241	T2D	Methy	cg21592241	hyper
cg01917852	T2D	Methy	cg01917852	hyper
cg23750514	T2D	Methy	cg23750514	hyper
cg19728223	T2D	Unmethy	cg19728223	hypo
cg19852660	T2D	Methy	cg19852660	hyper
cg06485603	T2D	Unmethy	cg06485603	hypo
cg10151367	T2D	Unmethy	cg10151367	hypo
cg18272633	T2D	Methy	cg18272633	hyper
cg26896748	T2D	Methy	cg26896748	hyper
cg07464423	T2D	Methy	cg07464423	hyper
cg11839944	T2D	Methy	cg11839944	hyper
cg09010791	T2D	Methy	cg09010791	hyper
cg10712687	T2D	Methy	cg10712687	hyper
cg23049823	T2D	Methy	cg23049823	hyper
cg07269374	T2D	Methy	cg07269374	hyper
cg05233774	T2D	Methy	cg05233774	hyper
cg17130567	T2D	Unmethy	cg17130567	hypo
cg13200550	T2D	Unmethy	cg13200550	hypo
cg02534850	T2D	Methy	cg02534850	hyper
cg17131837	T2D	Methy	cg17131837	hyper
cg23146197	T2D	Methy	cg23146197	hyper
cg16965605	T2D	Unmethy	cg16965605	hypo
cg16624984	T2D	Methy	cg16624984	hyper
cg04950931	T2D	Methy	cg04950931	hyper
cg04830629	T2D	Methy	cg04830629	hyper
cg04538585	T2D	Methy	cg04538585	hyper
cg06680065	T2D	Methy	cg06680065	hyper
cg15909056	T2D	Methy	cg15909056	hyper
cg25477769	T2D	Methy	cg25477769	hyper
cg19395441	T2D	Unmethy	cg19395441	hypo
cg19788934	T2D	Methy	cg19788934	hyper
cg19714332	T2D	Methy	cg19714332	hyper
cg11770323	T2D	Methy	cg11770323	hyper
cg16505704	T2D	Methy	cg16505704	hyper
cg05969360	T2D	Methy	cg05969360	hyper
cg08323299	T2D	Methy	cg08323299	hyper
cg05317600	T2D	Methy	cg05317600	hyper
cg09015280	T2D	Unmethy	cg09015280	hypo
cg01050273	T2D	Methy	cg01050273	hyper
cg14282221	T2D	Unmethy	cg14282221	hypo
cg23528142	T2D	Methy	cg23528142	hyper
cg00859280	T2D	Unmethy	cg00859280	hypo
cg11806439	T2D	Methy	cg11806439	hyper
cg03548062	T2D	Methy	cg03548062	hyper
cg19294311	T2D	Unmethy	cg19294311	hypo
cg07006564	T2D	Unmethy	cg07006564	hypo
cg17467968	T2D	Methy	cg17467968	hyper
cg27474175	T2D	Methy	cg27474175	hyper
cg18866183	T2D	Methy	cg18866183	hyper
cg01981760	T2D	Unmethy	cg01981760	hypo
cg10227678	T2D	Methy	cg10227678	hyper
cg22556056	T2D	Methy	cg22556056	hyper
cg14694075	T2D	Methy	cg14694075	hyper
cg03348978	T2D	Unmethy	cg03348978	hypo
cg15052335	T2D	Methy	cg15052335	hyper
cg12183023	T2D	Unmethy	cg12183023	hypo
cg14374829	T2D	Unmethy	cg14374829	hypo
cg14532426	T2D	Unmethy	cg14532426	hypo
cg11173579	T2D	Methy	cg11173579	hyper
cg02830187	T2D	Unmethy	cg02830187	hypo
cg16213807	T2D	Unmethy	cg16213807	hypo
cg27054331	T2D	Unmethy	cg27054331	hypo
