id	Disese	Call	ProbeID	Status
cg02400308	SLE	Methy	cg02400308	hyper
cg09705798	SLE	Methy	cg09705798	hyper
cg12477050	SLE	Methy	cg12477050	hyper
cg24639117	SLE	Methy	cg24639117	hyper
cg07801569	SLE	Unmethy	cg07801569	hypo
cg00640087	SLE	Unmethy	cg00640087	hypo
cg19868934	SLE	Methy	cg19868934	hyper
cg21722170	SLE	Methy	cg21722170	hyper
cg04090745	SLE	Methy	cg04090745	hyper
cg08976995	SLE	Methy	cg08976995	hyper
cg05764570	SLE	Methy	cg05764570	hyper
cg27160348	SLE	Methy	cg27160348	hyper
cg23831898	SLE	Methy	cg23831898	hyper
cg19576099	SLE	Methy	cg19576099	hyper
cg24040346	SLE	Unmethy	cg24040346	hypo
cg00555933	SLE	Unmethy	cg00555933	hypo
cg17143179	SLE	Methy	cg17143179	hyper
cg09305161	SLE	Methy	cg09305161	hyper
cg16648952	SLE	Methy	cg16648952	hyper
cg08358263	SLE	Methy	cg08358263	hyper
cg25581448	SLE	Methy	cg25581448	hyper
cg06367607	SLE	Methy	cg06367607	hyper
cg10766282	SLE	Methy	cg10766282	hyper
cg01094114	SLE	Methy	cg01094114	hyper
cg10669449	SLE	Methy	cg10669449	hyper
cg20509351	SLE	Methy	cg20509351	hyper
cg08691328	SLE	Unmethy	cg08691328	hypo
cg07832178	SLE	Methy	cg07832178	hyper
cg09241714	SLE	Methy	cg09241714	hyper
cg17157198	SLE	Methy	cg17157198	hyper
cg20937750	SLE	Methy	cg20937750	hyper
cg08072980	SLE	Methy	cg08072980	hyper
cg18743793	SLE	Methy	cg18743793	hyper
cg26789038	SLE	Methy	cg26789038	hyper
cg19567740	SLE	Methy	cg19567740	hyper
cg08922068	SLE	Unmethy	cg08922068	hypo
cg02067771	SLE	Methy	cg02067771	hyper
cg21224977	SLE	Unmethy	cg21224977	hypo
cg13783653	SLE	Unmethy	cg13783653	hypo
cg13409439	SLE	Methy	cg13409439	hyper
cg03653026	SLE	Unmethy	cg03653026	hypo
cg04947949	SLE	Methy	cg04947949	hyper
cg22835851	SLE	Methy	cg22835851	hyper
cg20504007	SLE	Unmethy	cg20504007	hypo
cg12024826	SLE	Unmethy	cg12024826	hypo
cg20434666	SLE	Unmethy	cg20434666	hypo
cg26437842	SLE	Unmethy	cg26437842	hypo
cg23837220	SLE	Methy	cg23837220	hyper
cg07673089	SLE	Methy	cg07673089	hyper
cg25535316	SLE	Methy	cg25535316	hyper
cg03610629	SLE	Methy	cg03610629	hyper
cg12534759	SLE	Methy	cg12534759	hyper
cg07101781	SLE	Methy	cg07101781	hyper
cg25068347	SLE	Methy	cg25068347	hyper
cg24662823	SLE	Methy	cg24662823	hyper
cg02790372	SLE	Methy	cg02790372	hyper
cg23514374	SLE	Methy	cg23514374	hyper
cg23531640	SLE	Unmethy	cg23531640	hypo
cg11760500	SLE	Methy	cg11760500	hyper
cg26559804	SLE	Unmethy	cg26559804	hypo
cg03963011	SLE	Unmethy	cg03963011	hypo
cg09915500	SLE	Unmethy	cg09915500	hypo
cg23774988	SLE	Unmethy	cg23774988	hypo
cg11552868	SLE	Methy	cg11552868	hyper
cg18898103	SLE	Methy	cg18898103	hyper
cg13523236	SLE	Methy	cg13523236	hyper
cg04826413	SLE	Methy	cg04826413	hyper
cg04356090	SLE	Methy	cg04356090	hyper
cg05934015	SLE	Methy	cg05934015	hyper
cg16782719	SLE	Methy	cg16782719	hyper
cg02742418	SLE	Methy	cg02742418	hyper
cg06653632	SLE	Methy	cg06653632	hyper
cg09001549	SLE	Methy	cg09001549	hyper
cg02555727	SLE	Methy	cg02555727	hyper
cg09035930	SLE	Methy	cg09035930	hyper
cg21830849	SLE	Methy	cg21830849	hyper
cg24301247	SLE	Methy	cg24301247	hyper
cg23521905	SLE	Methy	cg23521905	hyper
cg15324978	SLE	Methy	cg15324978	hyper
cg05253716	SLE	Methy	cg05253716	hyper
cg13617280	SLE	Methy	cg13617280	hyper
cg16316183	SLE	Methy	cg16316183	hyper
cg24410690	SLE	Methy	cg24410690	hyper
cg17288256	SLE	Methy	cg17288256	hyper
cg16444942	SLE	Unmethy	cg16444942	hypo
cg01356908	SLE	Unmethy	cg01356908	hypo
cg19777783	SLE	Methy	cg19777783	hyper
cg25878131	SLE	Methy	cg25878131	hyper
cg09736526	SLE	Methy	cg09736526	hyper
cg22490695	SLE	Unmethy	cg22490695	hypo
cg05625471	SLE	Unmethy	cg05625471	hypo
cg02256631	SLE	Unmethy	cg02256631	hypo
cg03575939	SLE	Unmethy	cg03575939	hypo
cg11884546	SLE	Unmethy	cg11884546	hypo
cg01888869	SLE	Unmethy	cg01888869	hypo
cg04742550	SLE	Unmethy	cg04742550	hypo
cg26233914	SLE	Unmethy	cg26233914	hypo
cg01486260	SLE	Methy	cg01486260	hyper
cg02311374	SLE	Methy	cg02311374	hyper
cg26200141	SLE	Unmethy	cg26200141	hypo
cg06954520	SLE	Methy	cg06954520	hyper
cg27373591	SLE	Methy	cg27373591	hyper
cg13478228	SLE	Unmethy	cg13478228	hypo
cg15733692	SLE	Unmethy	cg15733692	hypo
cg12233487	SLE	Methy	cg12233487	hyper
cg23648082	SLE	Methy	cg23648082	hyper
cg19290962	SLE	Methy	cg19290962	hyper
cg15856275	SLE	Unmethy	cg15856275	hypo
cg24848351	SLE	Methy	cg24848351	hyper
cg08591048	SLE	Methy	cg08591048	hyper
cg26067319	SLE	Methy	cg26067319	hyper
cg02550268	SLE	Methy	cg02550268	hyper
cg10628201	SLE	Methy	cg10628201	hyper
